adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,softcore,name,vote_average,vote_count
False,/usLRh1bcbL0Q9X8zf6rL4OV1qrA.jpg,"[10759, 10765, 18]",2661,['JP'],ja,仮面ライダー,"Takeshi Hongo is a promising young man with a passion for motorcycle racing. However, his dreams are suddenly ruined when he gets kidnapped by Shocker, the evil secret organization planning to dominate the world. After being remodeled into a cyborg, Takeshi escapes and swears to protect the world from the inhuman monsters.",88.5001,/2DIBDFHiKQawz4WPsYekl9DHwyA.jpg,1971-04-03,False,Kamen Rider,6.45,101
False,/hGCQ0tsJMpKjfrnCyYY0kMY2kY1.jpg,"[18, 10766]",322430,['ZA'],zu,The Polygamist,"Social media darling, Joyce, is the picture of marital perfection — until her cheating husband's conquests ignite a scandalous emotional meltdown.",125.4245,/emnQZe22rYBCsbZ7h1TUAkYEzrZ.jpg,2026-06-12,False,The Polygamist,8.222,45
False,/aJtG4txtmiRHwAAqENQHZvBs6kY.jpg,"[18, 35]",136315,['US'],en,The Bear,"Carmy, a young fine-dining chef, comes home to Chicago to run his family sandwich shop. As he fights to transform the shop and himself, he works alongside a rough-around-the-edges crew that ultimately reveal themselves as his chosen family.",114.8021,/eKfVzzEazSIjJMrw9ADa2x8ksLz.jpg,2022-06-23,False,The Bear,8.139,1762
False,/13kblIK8DnxMurcRDkeyy2sGR7v.jpg,"[10759, 18, 10768]",44217,['CA'],en,Vikings,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",110.0155,/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg,2013-03-03,False,Vikings,8.095,7663
False,,[],324723,['US'],en,PMQ Questions,"Questions to the Prime Minister. Held weekly since 1966, Prime Minister's Questions, also referred to as PMQs, gives Members of the Teesland Parliament a chance to question the Prime Minister in the House of Minister. PMQs takes place at midday every Wednesday at the Palace of Southminister when the House of Minister is sitting.",77.2885,,1966-06-13,False,PMQ Questions,0.0,0
False,/hINekSpbcBxjnjGqmIm6I4bz2ab.jpg,"[10767, 35]",22980,['US'],en,Watch What Happens Live with Andy Cohen,Bravo network executive Andy Cohen discusses pop culture topics with celebrities and reality show personalities.,109.4998,/onSD9UXfJwrMXWhq7UY7hGF2S1h.jpg,2009-07-16,False,Watch What Happens Live with Andy Cohen,5.0,87
False,/aSGSxGMTP893DPMCvMl9AdnEICE.jpg,"[80, 18, 9648]",1405,['US'],en,Dexter,"Dexter Morgan, a blood spatter pattern analyst for the Miami Metro Police also leads a secret life as a serial killer, hunting down criminals who have slipped through the cracks of justice.",110.8009,/q8dWfc4JwQuv3HayIZeO84jAXED.jpg,2006-10-01,False,Dexter,8.239,5594
False,/cakRVxJh1MI8Sj3aJ1f75uvUSze.jpg,"[80, 9648, 10764]",74561,['CN'],zh,明星大侦探,"The cast is introduced to the settings and suspects of a murder case for the new episode. The cast then chooses their role in the episode, as a particular suspect or the detective.",75.0178,/dmWr4vJgvGMH8m60fuTh0wzYGde.jpg,2016-03-27,False,Who's the Murderer,8.4,14
False,/tNi2aJPdCKfielGYzIi3IKxStz9.jpg,"[10762, 35]",502,['US'],en,Sesame Street,"On a special inner city street, the inhabitants—human and muppet—teach preschoolers basic educational and social concepts using comedy, cartoons, games, and songs.",126.1864,/14k9BfZ2p4rQBMeJ5crKTfUZVwD.jpg,1969-11-10,False,Sesame Street,7.117,282
False,/n3Brk7roueE9HOwVmYlJx5j462g.jpg,"[10759, 80, 18]",2288,['US'],en,Prison Break,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.",111.8435,/wnmNPaLvhnMeOqnWlhNkYCZxtda.jpg,2005-08-29,False,Prison Break,8.068,5983
False,/7VO04TtL1jIT6XOPs9u4jdB8KaB.jpg,"[35, 10767]",59941,['US'],en,The Tonight Show Starring Jimmy Fallon,"After Jay Leno's second retirement from the program, Jimmy Fallon stepped in as his permanent replacement. After 42 years in Los Angeles the program was brought back to New York.",93.4391,/1N4o5PmmqhlVDrcdJ2RlCFWbLGX.jpg,2014-02-17,False,The Tonight Show Starring Jimmy Fallon,5.804,377
False,/wsHj4oHQJoe7DMYaqNFwVoyLiAh.jpg,"[35, 10764]",33238,['KR'],ko,런닝맨,"These days, as variety shows are gradually disappearing, this is one of Korea’s representative variety shows that has been responsible for Sunday evenings for over 10 years. This program features numerous stars and members going around various places, playing games, and completing missions. In particular, among the many fun elements of variety shows, this one focuses solely on laughter.

Open your eyes! Big fun is coming in!

Open your mouth! Big laughter is coming in!

Open your heart! Useful lessons are coming in!",109.1216,/2Wmmu1MkqxJ48J7aySET9EKEjXz.jpg,2010-07-11,False,Running Man,8.2,213
False,/rAOjnEFTuNysY7bot8zonhImGMh.jpg,"[10759, 18, 10765]",1402,['US'],en,The Walking Dead,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,104.833,/aN29llVoCFtBTwDZFtqdD9d8dHb.jpg,2010-10-31,False,The Walking Dead,8.086,17905
False,/eGPH1IwktalozwCmeLTp3aPbHGC.jpg,[10764],4656,['US'],en,Raw,"A regularly scheduled, live, year-round program featuring some of the biggest WWE Superstars.",91.8646,/fstEe6RsyNyPUnMwNcL20iNl0nE.jpg,1993-01-11,False,Raw,6.816,359
False,/7NBJ4UdleUcaXbBBioHpIfuJY7W.jpg,"[18, 10751]",320118,['IN'],kn,Nayanatara,,74.9326,/prI08jYqAHmAr2DdwFMwnr97Gsr.jpg,2021-02-07,False,Nayanatara,0.0,0
False,/tMRdEsMg9MyXAkcufK9YJEeIaNW.jpg,[35],1400,['US'],en,Seinfeld,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,96.6794,/aCw8ONfyz3AhngVQa1E2Ss4KSUQ.jpg,1989-07-05,False,Seinfeld,8.265,2356
False,/pXss1GWhPOcf6SrmRJ4JSkIU3sE.jpg,"[35, 10764]",98031,['CN'],zh,奔跑吧,"Hurry Up, Brother! is a Chinese variety show based off the original Korean variety show, Running Man. It is created by SBS and co-produced with Zhejiang Television. It first aired on October 10, 2014. This show is classified as a game-variety show, where the MCs and guests complete missions in a landmark to win a race. In 2017, the show officially changed its name to ""Keep Running"".",95.4941,/lr4er9w2jHqFx8VFyASN8Q1LWzB.jpg,2014-10-10,False,Keep Running,5.714,14
False,/cQGq1oRSORK1xHnAvli4qXOBOTJ.jpg,"[16, 10765, 18, 35]",250596,['JP'],ja,僕の妻は感情がない,"Takuma isn’t the most exciting guy. He’s awkward, single, and does nothing but go to work and come home. Tired of doing chores, he decides to buy a housekeeping robot named Mina. She can cook and clean perfectly, and the two get to know each other better over time. Soon, Takuma starts to fall for Mina! But could a robot ever love him back?",111.1864,/ttaknfJP0qjg7kMKwH0w29fcE6d.jpg,2024-07-02,False,My Wife Has No Emotion,6.474,19
False,/7ZruEnSnHD6Jx5mF0hBt1E306Vt.jpg,"[16, 10759, 10765, 18, 9648]",65942,['JP'],ja,Re:ゼロから始める異世界生活,"Natsuki Subaru, an ordinary high school  student, is on his way home from the convenience store when he finds  himself transported to another world. As he's lost and confused in a new  world where he doesn't even know left from right, the only person to  reach out to him was a beautiful girl with silver hair. Determined to  repay her somehow for saving him from his own despair, Subaru agrees to  help the girl find something she's looking for.",90.2782,/oHqYrPAsIiTD5m4DuxumV4er8BU.jpg,2016-04-04,False,Re:ZERO -Starting Life in Another World-,7.9,669
False,/feISh3qoREwIPWbSaLqqumbmh7m.jpg,"[9648, 80, 18]",322055,['KR'],ko,검사실의 제안,"A victim’s son and a killer’s son reunite as a prosecutor and investigator, fighting systemic corruption while becoming each other's salvation.",105.8015,/lK6DrnFecG0AsA8O5UqEYOrOArd.jpg,2026-06-25,False,The Prosecutor's Proposal,0.0,0
False,/5DFvscYGpcFaQMJljCic5gbzVe6.jpg,"[80, 10759, 18]",80748,['US'],en,FBI,"The New York office of the FBI brings to bear all their talents, intellect and technical expertise on major cases in order to keep their city and the country safe.",96.2617,/zfKS4WL0OZ9udpNoSYZw91VB3aH.jpg,2018-09-25,False,FBI,7.927,913
False,/7OrV2aAH5Yp7hA9zCCvUloLvZtl.jpg,"[16, 10762]",57532,['US'],en,PAW Patrol,"Marshall, Rocky, Rubble, Zuma and Skye are doing their best to protect the people of their town. Led by Ryder, a tech-savvy 10-year-old boy, each of them is equipped with special equipment and together they help anyone who finds themselves in trouble. No task is too big for them and no puppy is too small.",99.2247,/8HXkgUBO5OF8ZK9XbY69RM4S5rv.jpg,2013-08-12,False,PAW Patrol,7.0,812
False,/lysUnU6V0VfcthDbviuVlIqgHOR.jpg,"[16, 10759, 35]",120089,['JP'],ja,SPY×FAMILY,"A spy, an assassin and a telepath come together to pose as a family, each for their own reasons, while hiding their true identities from each other.",74.4333,/7NAvPYPAu7MeHwP8E9sn81PqsRh.jpg,2022-04-09,False,SPY x FAMILY,8.507,2278
False,/edhROlXRob3TopjWJ5898GSvQpI.jpg,[99],1428,['US'],en,MythBusters,"MythBusters is a science entertainment television program created and produced by Australia's Beyond Television Productions for the Discovery Channel. The show's hosts, special effects experts Adam Savage and Jamie Hyneman, use elements of the scientific method to test the validity of rumors, myths, movie scenes, adages, Internet videos, and news stories.",98.1625,/lvRnMu00NLGiTPijGZg9CRF3nuY.jpg,2003-01-23,False,MythBusters,7.822,628
False,/yOyzlRw54oYaGvhUBdPr7TFwtrX.jpg,"[10765, 10759]",4629,"['CA', 'US']",en,Stargate SG-1,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",97.9708,/dQjmI7XxI47v8IM2MUysHG0LuU2.jpg,1997-07-27,False,Stargate SG-1,8.3,1832
False,/5Z40OJgNeedcAgqPRTGQzlk17Mv.jpg,"[10766, 18, 10751]",40,['US'],en,Dallas,"The world's first mega-soap, and one of the most popular ever produced, Dallas had it all. Beautiful women, expensive cars, and men playing Monopoly with real buildings. Famous for one of the best cliffhangers in TV history, as the world asked ""Who shot J.R.?"" A slow-burner to begin with, Dallas hit its stride in the 2nd season, with long storylines and expert character development. Dallas ruled the airwaves in the 1980's.",97.5722,/A1dupjBm7rXqBw2Dbz9WUsHoyxo.jpg,1978-04-02,False,Dallas,6.8,235
False,/voKEhzb4ExOmR0WSvQgLTTqRUEu.jpg,"[10759, 18, 80]",108978,['US'],en,Reacher,"Jack Reacher, a veteran military police investigator, has just recently entered civilian life. Reacher is a drifter, carrying no phone and the barest of essentials as he travels the country and explores the nation he once served.",95.7486,/31GlRQMiDunO8cl3NxTz34U64rf.jpg,2022-02-03,False,Reacher,8.08,2893
False,/mLyW3UTgi2lsMdtueYODcfAB9Ku.jpg,[35],2316,['US'],en,The Office,"The everyday lives of office employees in the Scranton, Pennsylvania branch of the fictional Dunder Mifflin Paper Company.",97.0417,/7DJKHzAi83BmQrWLrYYOqcoKfhR.jpg,2005-03-24,False,The Office,8.589,5253
False,/tMRdEsMg9MyXAkcufK9YJEeIaNW.jpg,[35],1400,['US'],en,Seinfeld,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,96.6794,/aCw8ONfyz3AhngVQa1E2Ss4KSUQ.jpg,1989-07-05,False,Seinfeld,8.265,2356
False,/cJYLon9ejKJV7ua03ab8Tj9u067.jpg,"[18, 10765]",18165,['US'],en,The Vampire Diaries,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",95.6908,/b3vl6wV1W8PBezFfntKTrhrehCY.jpg,2009-09-10,False,The Vampire Diaries,8.301,9638
False,/gMMnf8VRg3Z98WaFmOLr9Jk8pIs.jpg,"[35, 10767]",63770,['US'],en,The Late Show with Stephen Colbert,"Stephen Colbert brings his signature satire and comedy to The Late Show with Stephen Colbert, the #1 show in late night, where he talks with an eclectic mix of guests about what is new and relevant in the worlds of politics, entertainment, business, music, technology, and more. Featuring bandleader Jon Batiste with his band Stay Human, the Emmy Award-nominated show is broadcast from the historic Ed Sullivan Theater.",96.0462,/9jkThAGYj2yp8jsS6Nriy5mzKFT.jpg,2015-09-08,False,The Late Show with Stephen Colbert,6.082,354
False,/zOnLMRD3PIhwO5KZmWMVEnLokMo.jpg,"[18, 80]",1419,['US'],en,Castle,"After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",95.8406,/diXBeMzvfJb2iJg3G0kCUaMCzEc.jpg,2009-03-09,False,Castle,7.973,2104
False,/pXss1GWhPOcf6SrmRJ4JSkIU3sE.jpg,"[35, 10764]",98031,['CN'],zh,奔跑吧,"Hurry Up, Brother! is a Chinese variety show based off the original Korean variety show, Running Man. It is created by SBS and co-produced with Zhejiang Television. It first aired on October 10, 2014. This show is classified as a game-variety show, where the MCs and guests complete missions in a landmark to win a race. In 2017, the show officially changed its name to ""Keep Running"".",95.4941,/lr4er9w2jHqFx8VFyASN8Q1LWzB.jpg,2014-10-10,False,Keep Running,5.714,14
False,/nlDBlCtorM7nx130wYnfR5ZmyLX.jpg,"[35, 10751, 18]",71728,['US'],en,Young Sheldon,"The early life of child genius Sheldon Cooper, later seen in The Big Bang Theory.",95.3236,/kidkbZRBGbsEIrX7pODRSKi9ipl.jpg,2017-09-25,False,Young Sheldon,8.033,2999
False,/vcFW09U4834DyFOeRZpsx9x1D3S.jpg,"[10759, 18, 10765]",57243,['GB'],en,Doctor Who,"The Doctor is a Time Lord: a 900 year old alien with 2 hearts, part of a gifted civilization who mastered time travel. The Doctor saves planets for a living—more of a hobby actually, and the Doctor's very, very good at it.",94.42,/m6G92osOtSeXwjSfL21jZCUOvxe.jpg,2005-03-26,False,Doctor Who,7.609,3380
False,/tOaVCRJdTmR0U13kKkCY5QBmeMg.jpg,"[35, 99, 10764]",240407,['GB'],en,Sidemen,Welcome to the official Sidemen channel. The home of #SidemenSundays - We post new Sidemen videos every single Sunday!,94.4031,/asetB1Lzs7d1fcXpeGGZCSI2HRw.jpg,2016-05-15,False,Sidemen,9.0,1
False,/hW9NOFs8xUevb90KQYHhbifp9Po.jpg,"[9648, 18, 35]",693,['US'],en,Desperate Housewives,"Looking down on her friends and family isn't a way of life for Mary Alice Young... it's a way of death. One day, in her perfect house, in the loveliest of suburbs, Mary Alice ended it all. Now she's taking us into the lives of her family, friends and neighbors, commenting from her elevated P.O.V.",94.2778,/sywYmV9c9Vj2U7ocqNyfDt2pz3r.jpg,2004-10-03,False,Desperate Housewives,7.897,2084
False,/tLccUh3uazZ9TkLhe53UwprJhI4.jpg,"[80, 18, 10759]",32798,['US'],en,Hawaii Five-0,"Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.",93.6756,/sIdCKlmM2nU4akIvFQaAIiU8YES.jpg,2010-09-20,False,Hawaii Five-0,7.736,1862
False,/7VO04TtL1jIT6XOPs9u4jdB8KaB.jpg,"[35, 10767]",59941,['US'],en,The Tonight Show Starring Jimmy Fallon,"After Jay Leno's second retirement from the program, Jimmy Fallon stepped in as his permanent replacement. After 42 years in Los Angeles the program was brought back to New York.",93.4391,/1N4o5PmmqhlVDrcdJ2RlCFWbLGX.jpg,2014-02-17,False,The Tonight Show Starring Jimmy Fallon,5.804,377
False,/v9Fv1zLT7TEkPU9f59j6B1wnu2r.jpg,[10767],51049,['DK'],da,Spørg Charlie,,89.0892,/r5n682BhE3sqa2J0tSWAMsggvyA.jpg,2006-01-26,False,Spørg Charlie,0.0,0
False,/yUOFocKDW7MCC5isx4FK8A68QFp.jpg,"[9648, 10759, 18]",4607,['US'],en,Lost,"Stripped of everything, the survivors of a horrific plane crash must work together to stay alive. But the island holds many secrets.",89.8982,/og6S0aTZU6YUJAbqxeKjCa3kY1E.jpg,2004-09-22,False,Lost,8.0,5102
False,/dMY7XUfEAK0Rl8hsgc8ufEOaiZ2.jpg,"[18, 35, 80, 9648]",1695,['US'],en,Monk,"Adrian Monk was once a rising star with the San Francisco Police Department, legendary for using unconventional means to solve the department's most baffling cases. But after the tragic (and still unsolved) murder of his wife Trudy, he developed an extreme case of obsessive-compulsive disorder. Now working as a private consultant, Monk continues to investigate cases in the most unconventional ways.",87.8808,/3axGMbUecXXOPSeG47v2i9wK5y5.jpg,2002-07-12,False,Monk,8.0,1260
False,/7OrV2aAH5Yp7hA9zCCvUloLvZtl.jpg,"[16, 10762]",57532,['US'],en,PAW Patrol,"Marshall, Rocky, Rubble, Zuma and Skye are doing their best to protect the people of their town. Led by Ryder, a tech-savvy 10-year-old boy, each of them is equipped with special equipment and together they help anyone who finds themselves in trouble. No task is too big for them and no puppy is too small.",99.2247,/8HXkgUBO5OF8ZK9XbY69RM4S5rv.jpg,2013-08-12,False,PAW Patrol,7.0,812
False,/z0unSB1zZcHSpQaxxqSl622IQrf.jpg,"[10759, 16, 18, 10765]",223911,['CN'],zh,仙逆,"It tells the story of Wang Lin, an ordinary young man in the countryside, who is moved by his heart and cultivates against immortality. His pursuit is not only for longevity, but also for getting rid of the ants behind it. He firmly believed in human beings and entered the path of cultivation with mediocre qualifications. After experiencing ups and downs, with his wise mind, he gradually reached the pinnacle and became famous in the cultivation world with his own strength.",84.2502,/2jEJSCLFjniFT7z4YvyY9Ywo1lc.jpg,2023-09-25,False,Renegade Immortal,8.6,36
False,/f3cin9kOz4nOrlYEMxGFQhv4bdN.jpg,[18],71712,['US'],en,The Good Doctor,"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",88.2997,/luhKkdD80qe62fwop6sdrXK9jUT.jpg,2017-09-25,False,The Good Doctor,8.457,12858
False,/lNpkvX2s8LGB0mjGODMT4o6Up7j.jpg,"[80, 18]",1398,['US'],en,The Sopranos,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",88.723,/rTc7ZXdroqjkKivFPvCPX0Ru7uw.jpg,1999-01-10,False,The Sopranos,8.672,3506
False,/jWXrQstj7p3Wl5MfYWY6IHqRpDb.jpg,[10763],94722,['DE'],de,Tagesschau,"German daily news program, the oldest still existing program on German television.",100.0799,/7dFZJ2ZJJdcmkp05B9NWlqTJ5tq.jpg,1952-12-26,False,Tagesschau,6.759,255
False,/c2oiRa7V3bQzof4wVGzLXtWJ5QU.jpg,"[10759, 16, 35, 10765, 10762, 10751]",65733,['JP'],ja,ドラえもん,"Robotic cat Doraemon is sent back in time from the 22nd century to protect 10-year-old Noby, a lazy and uncoordinated boy who is destined to have a tragic future. Doraemon can create secret gadgets from a pocket on his stomach, but they usually cause more bad than good because of Noby's propensity to misuse them.",90.3344,/9ZN1P32SHviL3SV51qLivxycvcx.jpg,2005-04-22,False,Doraemon,8.067,232
False,/rhp8vYG1sIFtqH3ETmHJuI5Z3Cb.jpg,"[80, 18]",58841,['US'],en,Chicago P.D.,"A riveting police drama about the men and women of the Chicago Police Department's District 21 who put it all on the line to serve and protect their community. District 21 is made up of two distinctly different groups: the uniformed cops who patrol the beat and go head-to-head with the city's street crimes and the Intelligence Unit that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond.",87.1646,/bez40PgT36RUu4gstD2A6GSM0tP.jpg,2014-01-08,False,Chicago P.D.,8.424,2595
False,/v9Fv1zLT7TEkPU9f59j6B1wnu2r.jpg,[10767],51049,['DK'],da,Spørg Charlie,,89.0892,/r5n682BhE3sqa2J0tSWAMsggvyA.jpg,2006-01-26,False,Spørg Charlie,0.0,0
False,/dzq83RHwQcnP6WGJ6YkenIqeaa5.jpg,"[18, 80]",60574,['GB'],en,Peaky Blinders,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",91.1195,/vUUqzWa2LnHIVqkaKVlVGkVcZIW.jpg,2013-09-12,False,Peaky Blinders,8.527,11161
False,/mceCXNTny6a5F3rQgShLoyARw4l.jpg,"[10765, 10759]",96648,['KR'],ko,스위트홈,"As humans turn into savage monsters and the world plunges into terror, a handful of survivors fight for their lives — and to hold on to their humanity.",96.3251,/7rNWciOcHOH97XIeS1KFuMmjyky.jpg,2020-12-18,False,Sweet Home,8.229,1575
False,/goDtZCB5pFIuuSfYDvApe6iXTID.jpg,"[80, 18]",32692,['US'],en,Blue Bloods,"A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief.",88.5817,/q1WlrxnCvNhBjJ4N7V0JQXjnIBN.jpg,2010-09-24,False,Blue Bloods,7.787,1002
False,/bIHCUqaapZdRjd2kzSDiwzYyrpC.jpg,"[16, 10759, 35, 10751, 10765]",45140,['US'],en,Teen Titans Go!,"Robin, Starfire, Raven, Beast Boy and Cyborg return in all-new, comedic adventures. They may be super heroes who save the world every day ... but somebody still has to do the laundry!",115.3028,/kPKAigYUlWRpnfo4Ptiwlz4FWXU.jpg,2013-04-23,False,Teen Titans Go!,6.441,706
False,/2pOmuq4nkWZzwZbOfZq7CyyQAsM.jpg,[35],2691,['US'],en,Two and a Half Men,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,88.0487,/xgfjxyV3g1S68opzuvG6G87muDp.jpg,2003-09-22,False,Two and a Half Men,7.457,3681
False,/og2jKploGHYnCz68vV1nRSEE0xV.jpg,"[80, 18]",60059,['US'],en,Better Call Saul,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",85.5184,/zjg4jpK1Wp2kiRvtt5ND0kznako.jpg,2015-02-08,False,Better Call Saul,8.706,6578
False,/qFfWFwfaEHzDLWLuttWiYq7Poy2.jpg,[10767],2261,['US'],en,The Tonight Show Starring Johnny Carson,"The Tonight Show Starring Johnny Carson is a talk show hosted by Johnny Carson under The Tonight Show franchise from 1962 to 1992. It originally aired during late-night. For its first ten years, Carson's Tonight Show was based in New York City with occasional trips to Burbank, California; in May 1972, the show moved permanently to Burbank, California. In 2002, The Tonight Show Starring Johnny Carson was ranked #12 on TV Guide's 50 Greatest TV Shows of All Time.",79.3933,/uSvET5YUvHNDIeoCpErrbSmasFb.jpg,1962-10-01,False,The Tonight Show Starring Johnny Carson,7.5,91
False,/s1dTt4M31q2HwD5Fkl1tf5tQzJg.jpg,[10766],206559,['ZA'],af,Binnelanders,"A South African Afrikaans soap opera. It is set in and around the fictional private hospital, Binneland Kliniek, in Pretoria, and the storyline follows the trials, trauma and tribulations of the staff and patients of the hospital.",90.9136,/3bzECfllho8PphdYujLUIuhncJD.jpg,2005-10-13,False,Binnelanders,5.532,111
False,/bFKKyCI89Xq98Gul8cGox8K3sZa.jpg,"[16, 10759, 10765]",46298,['JP'],ja,HUNTER×HUNTER,"Gon, a young boy who lives on Whale Island, dreams of becoming a Hunter like his father, who left when Gon was still young.",95.6493,/i2EEr2uBvRlAwJ8d8zTG2Y19mIa.jpg,2011-10-02,False,Hunter x Hunter,8.7,2116
False,/be6mDIMv7cg8duWkcYVnTB8rphO.jpg,"[10759, 18, 80]",1973,['US'],en,24,"Counterterrorism agent Jack Bauer fights the bad guys of the world, a day at a time. With each week's episode unfolding in real-time, ""24"" covers a single day in the life of Bauer each season.",85.1233,/iq6yrZ5LEDXf1ArCOYLq8PIUBpV.jpg,2001-11-06,False,24,7.785,1794
False,/be6mDIMv7cg8duWkcYVnTB8rphO.jpg,"[10759, 18, 80]",1973,['US'],en,24,"Counterterrorism agent Jack Bauer fights the bad guys of the world, a day at a time. With each week's episode unfolding in real-time, ""24"" covers a single day in the life of Bauer each season.",85.1233,/iq6yrZ5LEDXf1ArCOYLq8PIUBpV.jpg,2001-11-06,False,24,7.785,1794
False,/3dV7pWAdwIPKR2lMIACMfObXdgK.jpg,"[80, 10759, 18]",84105,['IN'],hi,Mirzapur,"The iron-fisted Akhandanand Tripathi is a millionaire carpet exporter and the mafia don of Mirzapur. His son, Munna, is an unworthy, power-hungry heir who will stop at nothing to inherit his father's legacy. An incident at a wedding procession forces him to cross paths with Ramakant Pandit, an upstanding lawyer, and his sons, Guddu and Bablu. It snowballs into a game of ambition, power and greed that threatens the fabric of this lawless city.",95.6049,/1rxLUFVrtTo82OxhbDXJDiJVkwL.jpg,2018-11-15,False,Mirzapur,8.016,189
False,/t0J74zw5N5Ux7CvvBtIHvjnSB4n.jpg,"[35, 18, 10751]",90966,['IN'],hi,गुल्लक,"Set in quaint by-lanes in the heart of India, Gullak is a collection of disarming and relatable tales of the Mishra family.",82.3249,/arn3mvRYSrEqO7vaKbH8QxM8EEK.jpg,2019-06-27,False,Gullak,7.777,47
False,/rNnyng9ibodrXozaRf8Tk03Wxu3.jpg,[18],97072,['IN'],hi,Charmsukh,"Charmsukh is an erotic, drama web-series streamed on ULLU network with each episode having unique storyline.",89.6863,/6Kt9zIsrtqs1x1XyNFxOeEjlkKB.jpg,2019-11-22,False,Charmsukh,7.0,3
False,/391ixi0wVbFtFLQnOy8ZncWv2io.jpg,"[18, 10768, 80]",1407,['US'],en,Homeland,"CIA officer Carrie Mathison is tops in her field despite being bipolar, which makes her volatile and unpredictable. With the help of her long-time mentor Saul Berenson, Carrie fearlessly risks everything, including her personal well-being and even sanity, at every turn.",88.2334,/6GAvS2e6VIRsms9FpVt33PsCoEW.jpg,2011-10-02,False,Homeland,7.583,2590
False,/kPO4rsDkSwmGMRDejvLAel8FafA.jpg,"[16, 35]",113360,['JP'],ja,じみへんっ!!～地味子を変えちゃう純異性交遊～,"The story follows Rena Yukuhasahi, a reserved office lady and Ryouhei Hachiya, a businessman and fellow colleague. Yukuhasahi appears to be the most reserved girl in the company, but becomes a super beautiful woman when she dresses up. Flustered in the presence of her transformed self, Hachiya insists on taking her out, only to find themselves in front of a love hotel.",104.1303,/to5FshluwPdO9d3Ucs7fagJL7OU.jpg,2021-01-03,False,Jimihen!! Jimiko o Kae Chau Jun Isei Kouyuu,6.4,25
False,/5CLySfrEBC6av0wAQw67lRr5Puy.jpg,"[16, 10765]",259231,['CN'],zh,斩神之凡尘神域,"""If the dark night comes to an end, I will stand in front of tens of thousands of people, slashing my sword into the abyss, staining the sky with blood!"" Have you ever thought that monsters from ancient myths lurk under the bright neon cities? Have you ever thought that above the moon hanging high above the heads of the world, there are gods watching over the world? Have you ever thought that in the crowded modern cities, there are extraordinary people who walk the world in place of gods?",90.0658,/n4lEQkgCDuOP3TNvIjkzn5QjRp.jpg,2024-07-31,False,Slay the Gods,8.3,16
